Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCB46,9.355379107668462,low fat,0.010624477222428352,Snack Foods,251.54196931171575,OUT017,2007,,Tier 2,Supermarket Type1,5052.004390319981
FDN95,17.944555020676518,Regular,0.15968946344799836,Breads,218.92229095171197,OUT035,2004,Small,Tier 2,Supermarket Type1,3637.158494872875
FDN14,,Low Fat,0.024274425390839564,Fruits and Vegetables,245.53469611852051,OUT019,1985,Small,Tier 1,Grocery Store,1918.1954800123342
DRC48,17.886761229437255,Regular,0.12118246713676878,Snack Foods,148.85096586312716,OUT013,1987,High,Tier 3,Supermarket Type1,3069.319407948253
FDN90,,Regular,0.0,Health and Hygiene,40.176764164885526,OUT010,1998,,Tier 3,Grocery Store,239.92450038213835
FDN80,6.488073015382367,Regular,0.257700685049227,Health and Hygiene,43.23192259956335,OUT018,2009,Medium,Tier 3,Supermarket Type2,728.8402558368415
FDA76,10.985837625201839,Low Fat,0.09765408720752917,Baking Goods,94.36305605690002,OUT027,1985,Medium,Tier 3,Supermarket Type3,3010.687776222673
FDB59,8.46938573126576,Low Fat,0.006434172530701619,Fruits and Vegetables,175.90074720136965,OUT049,1999,Medium,Tier 1,Supermarket Type1,2863.616427018488
FDB83,6.209036363365724,Low Fat,0.0034182719841715148,Snack Foods,110.11289941104461,OUT045,2002,,Tier 2,Supermarket Type1,1273.9290016544307
FDA23,6.374880163202304,reg,0.08076191859694799,Frozen Foods,70.20991428437421,OUT018,2009,Medium,Tier 3,Supermarket Type2,1301.803272062098
NCB73,17.761213774568848,Low Fat,0.13640470916577177,Starchy Foods,231.7168428241157,OUT035,2004,Small,Tier 2,Supermarket Type1,3497.153670999943
NCB37,19.48376349288195,low fat,0.0108954077230452,Frozen Foods,263.4587661690894,OUT027,1985,Medium,Tier 3,Supermarket Type3,10043.944438481227
NCB86,20.261195030352567,Low Fat,0.0,Snack Foods,34.92740029981261,OUT018,2009,Medium,Tier 3,Supermarket Type2,504.7872504488307
FDA48,19.01708492961773,Low Fat,0.05653156731275149,Soft Drinks,52.10408580412273,OUT013,1987,High,Tier 3,Supermarket Type1,1004.8301701938894
NCB73,18.61380965385251,Low Fat,0.007943988835801679,Frozen Foods,148.84394628899668,OUT045,2002,,Tier 2,Supermarket Type1,2960.4619797423975
FDA41,5.670209475782302,reg,0.010965723216212548,Household,110.6894704885382,OUT013,1987,High,Tier 3,Supermarket Type1,2130.10443616822
FDA37,17.932101110269073,Low Fat,0.004093870554488676,Starchy Foods,215.58768659650895,OUT027,1985,Medium,Tier 3,Supermarket Type3,8464.96582480807
DRC26,,Low Fat,0.009274115997842322,Breakfast,185.4153201369994,OUT013,1987,High,Tier 3,Supermarket Type1,1814.646147275204
FDB96,6.731936699778425,LF,0.0,Baking Goods,47.16844626398688,OUT013,1987,High,Tier 3,Supermarket Type1,862.35010040099
FDB64,15.75415694288875,Regular,0.01481286025459741,Others,159.59243776576923,OUT010,1998,,Tier 3,Grocery Store,820.1089099208697
DRC89,,LF,0.049484823464480514,Fruits and Vegetables,110.42168065808977,OUT035,2004,Small,Tier 2,Supermarket Type1,1932.914305250404
FDN76,19.800229899025204,reg,0.07661009115912705,Breakfast,258.76657910018537,OUT010,1998,,Tier 3,Grocery Store,1421.919567151349
NCB50,16.321942160726344,reg,0.13538658841925236,Dairy,143.16585552425568,OUT013,1987,High,Tier 3,Supermarket Type1,2149.1708013519865
NCB86,,Regular,0.053485185979690056,Fruits and Vegetables,249.92863539864746,OUT046,1997,Small,Tier 1,Supermarket Type1,3976.491465596035
DRC90,6.2836849696689425,Regular,0.05059878367711426,Hard Drinks,38.1212033676274,OUT027,1985,Medium,Tier 3,Supermarket Type3,1518.6231751276912
NCB22,5.1903243456906845,Regular,0.14638891564523554,Household,55.37282127749977,OUT017,2007,,Tier 2,Supermarket Type1,1208.661453110099
NCB90,21.050849081929282,Low Fat,0.02096535394176743,Fruits and Vegetables,122.15949295486377,OUT045,2002,,Tier 2,Supermarket Type1,2160.3948139339836
NCB24,5.863266744563374,Regular,0.013666876685100447,Breads,240.32178258191522,OUT049,1999,Medium,Tier 1,Supermarket Type1,6081.535490785526
FDB84,11.065328955473902,Low Fat,0.12371777447257719,Others,159.52656274553553,OUT018,2009,Medium,Tier 3,Supermarket Type2,2464.398016604292
NCB61,15.549500578259432,LF,0.004646757375125785,Breakfast,225.49716387220488,OUT019,1985,Small,Tier 1,Grocery Store,1718.4456119821566
FDN19,19.460963446679422,Regular,0.012619719531170701,Dairy,97.91299352838716,OUT027,1985,Medium,Tier 3,Supermarket Type3,3068.1418608572603
FDB93,8.827814409636742,low fat,0.031785528639143135,Meat,57.31265550232993,OUT019,1985,Small,Tier 1,Grocery Store,335.92430499414854
FDB62,4.993989602045397,Low Fat,0.026894582671357012,Breakfast,89.06516169747108,OUT010,1998,,Tier 3,Grocery Store,461.0746774763562
FDB32,13.361875438486221,Regular,0.07346931045172826,Canned,183.29160502378787,OUT046,1997,Small,Tier 1,Supermarket Type1,3092.3214646530546
FDA59,12.508904344628101,Regular,0.005777896676319903,Snack Foods,236.65443541465743,OUT046,1997,Small,Tier 1,Supermarket Type1,4873.196105658228
FDB52,9.717184097214353,reg,0.03890853685076665,Household,138.37984145150648,OUT018,2009,Medium,Tier 3,Supermarket Type2,2475.826628666089
DRC85,19.356289247524636,Low Fat,0.09918926109531213,Hard Drinks,76.69326509994363,OUT045,2002,,Tier 2,Supermarket Type1,1306.8288998121259
FDB60,17.23847691691499,Low Fat,0.06899626837297715,Baking Goods,181.47644283519872,OUT017,2007,,Tier 2,Supermarket Type1,4130.326107882737
FDA27,19.087978514387196,Regular,0.05992314962753268,Fruits and Vegetables,77.47641720994106,OUT017,2007,,Tier 2,Supermarket Type1,1103.2552401205528
FDB10,7.250752311112386,Regular,0.016415695057508176,Household,165.58789773297028,OUT010,1998,,Tier 3,Grocery Store,751.0437564395652
FDA24,16.271003301985797,Low Fat,0.030016164603358833,Frozen Foods,55.14084655387141,OUT035,2004,Small,Tier 2,Supermarket Type1,671.9950303210624
NCB56,,low fat,0.011960018763154912,Household,222.42787608121054,OUT017,2007,,Tier 2,Supermarket Type1,3866.2257485597356
DRC55,14.902536160747768,Low Fat,0.042669511377324505,Health and Hygiene,221.0193309808234,OUT049,1999,Medium,Tier 1,Supermarket Type1,3897.863483114969
FDA48,7.413194210023264,Regular,0.05264847732438234,Soft Drinks,158.7362975373577,OUT035,2004,Small,Tier 2,Supermarket Type1,1645.4637747988088
FDN64,,Low Fat,0.059846980076130915,Frozen Foods,40.011095067520415,OUT045,2002,,Tier 2,Supermarket Type1,538.7710841128036
DRC75,13.48150088649243,Low Fat,0.12522701070982922,Canned,97.12375820719757,OUT045,2002,,Tier 2,Supermarket Type1,1612.7782377404774
FDN38,,low fat,0.003829435030977834,Meat,63.63522489831619,OUT017,2007,,Tier 2,Supermarket Type1,1373.300816621434
NCB76,7.039144606317333,Low Fat,0.029492024914442902,Household,154.53557778403678,OUT018,2009,Medium,Tier 3,Supermarket Type2,3854.0772611816997
NCB38,15.823635701884664,LF,0.05363811231878039,Breads,55.00929533593997,OUT018,2009,Medium,Tier 3,Supermarket Type2,1196.7020484985394
FDB96,,LF,0.05065534733887708,Canned,236.25545540491802,OUT013,1987,High,Tier 3,Supermarket Type1,6344.823466265806
FDB25,,LF,0.001316587254233438,Hard Drinks,231.63877205702602,OUT018,2009,Medium,Tier 3,Supermarket Type2,3582.2187603853004
DRC59,9.407221029941676,Low Fat,0.012592103947615094,Baking Goods,67.83914566121447,OUT017,2007,,Tier 2,Supermarket Type1,1337.2370493782687
FDA91,6.666171075278971,reg,0.11214880742106245,Dairy,194.99357626162805,OUT019,1985,Small,Tier 1,Grocery Store,1307.4476200976098
DRC71,9.531059309051615,Low Fat,0.043464875751922,Starchy Foods,195.3747760358614,OUT035,2004,Small,Tier 2,Supermarket Type1,2895.1700977349496
FDN65,10.533031449756585,Low Fat,0.03202098583675912,Meat,124.63403747262346,OUT018,2009,Medium,Tier 3,Supermarket Type2,2422.647317449797
FDA90,16.5692367889071,Low Fat,0.13826035736384265,Dairy,67.10778569150551,OUT049,1999,Medium,Tier 1,Supermarket Type1,1051.376462406222
NCB19,7.536563919503233,Low Fat,0.0,Others,62.17742245261258,OUT049,1999,Medium,Tier 1,Supermarket Type1,955.2980580642559
NCB79,6.30378254716193,low fat,0.15330201930978085,Snack Foods,205.51632455027885,OUT018,2009,Medium,Tier 3,Supermarket Type2,2875.9976792993057
FDB43,11.077972197573827,Regular,0.0016905943426677333,Breads,82.96186967027002,OUT010,1998,,Tier 3,Grocery Store,471.76841352714393
FDB60,12.297111478955344,LF,0.049624071343087786,Soft Drinks,173.41508685140323,OUT049,1999,Medium,Tier 1,Supermarket Type1,3468.6804882803576
DRC13,15.182545887697584,Low Fat,0.04859314554338125,Health and Hygiene,235.3480615030376,OUT046,1997,Small,Tier 1,Supermarket Type1,3257.6906637170946
NCB48,16.528032122115967,low fat,0.0611439858752069,Snack Foods,170.9714674152819,OUT045,2002,,Tier 2,Supermarket Type1,2802.4111360224006
NCB33,19.61772105017119,Low Fat,0.0018044397602677263,Canned,260.8551124992104,OUT010,1998,,Tier 3,Grocery Store,1394.5824412606325
DRC34,9.412210613976614,reg,0.045367633896381716,Others,183.33844670759427,OUT035,2004,Small,Tier 2,Supermarket Type1,3374.4110561097127
NCB80,,reg,0.0,Starchy Foods,105.24633476976481,OUT013,1987,High,Tier 3,Supermarket Type1,1694.764108320193
DRC67,10.722692015652108,Low Fat,0.010174681792593544,Meat,232.1822902967746,OUT035,2004,Small,Tier 2,Supermarket Type1,3044.5781419313
NCB10,4.524168424526831,Regular,0.014551423893717906,Meat,104.37531961974229,OUT027,1985,Medium,Tier 3,Supermarket Type3,4144.599102193915
NCB59,14.350340986238768,Regular,0.05698729423699629,Dairy,260.2906095671723,OUT035,2004,Small,Tier 2,Supermarket Type1,4250.16120855107
FDA89,18.36853328640936,Low Fat,0.02966650013501089,Snack Foods,143.74473903434412,OUT046,1997,Small,Tier 1,Supermarket Type1,2618.370386739227
FDB92,5.119471263757699,Low Fat,0.0053520028804004294,Canned,255.96630810989845,OUT018,2009,Medium,Tier 3,Supermarket Type2,5164.933842066561
NCB15,4.559359896250494,LF,0.020466089791224034,Frozen Foods,74.32918396066748,OUT027,1985,Medium,Tier 3,Supermarket Type3,3026.0198195147877
DRC64,16.872912910682548,Low Fat,0.004782951952501449,Seafood,33.69004723418543,OUT049,1999,Medium,Tier 1,Supermarket Type1,496.85835240973444
FDA54,16.125615325150164,Low Fat,0.06546141550276445,Seafood,77.28698584624257,OUT049,1999,Medium,Tier 1,Supermarket Type1,1380.4887663754089
NCB23,11.399485790695355,Low Fat,0.048914174645190496,Hard Drinks,54.21493486850085,OUT010,1998,,Tier 3,Grocery Store,279.23956695819606
FDA24,15.747282987555465,Regular,0.031423119627732754,Seafood,204.21362128716592,OUT049,1999,Medium,Tier 1,Supermarket Type1,4013.8615627338845
FDB59,20.707563233027013,Low Fat,0.15759660975383127,Fruits and Vegetables,93.43277462188244,OUT045,2002,,Tier 2,Supermarket Type1,1807.8529655970342
FDB93,8.713667541440163,Regular,0.04387899786213645,Breakfast,181.91590871167963,OUT045,2002,,Tier 2,Supermarket Type1,2632.4868273402717
FDB66,8.680752107036925,Regular,0.1311070924172155,Starchy Foods,188.8030614797925,OUT027,1985,Medium,Tier 3,Supermarket Type3,6058.561021996311
FDA28,7.665947480991636,Low Fat,0.051919468602397524,Breads,193.42590033753166,OUT035,2004,Small,Tier 2,Supermarket Type1,2925.210998924191
FDB67,16.807774749553758,Low Fat,0.028372582832440842,Fruits and Vegetables,227.49551661800984,OUT013,1987,High,Tier 3,Supermarket Type1,4438.192013323676
NCB52,10.504217048912782,Regular,0.04646102747306149,Health and Hygiene,66.15594163660799,OUT010,1998,,Tier 3,Grocery Store,464.02270879054834
FDB51,,low fat,0.009882744304566546,Household,42.90951142127635,OUT010,1998,,Tier 3,Grocery Store,305.56121143651126
FDN10,,Regular,0.06739030107366599,Hard Drinks,38.01041092485062,OUT049,1999,Medium,Tier 1,Supermarket Type1,557.1411160220115
NCB64,10.745407073005538,low fat,0.2414885952077967,Baking Goods,55.49444090403698,OUT013,1987,High,Tier 3,Supermarket Type1,689.5258294188048
FDB55,7.036162579078901,Low Fat,0.01705632280616785,Breakfast,120.48778648140075,OUT017,2007,,Tier 2,Supermarket Type1,1970.0700337654512
DRC80,14.564421880971278,Regular,0.023422559716204053,Breakfast,259.30072152873277,OUT046,1997,Small,Tier 1,Supermarket Type1,5204.51906803371
FDA92,9.513355302639233,Low Fat,0.031261800876644735,Frozen Foods,114.36112307785915,OUT045,2002,,Tier 2,Supermarket Type1,1609.1377926753773
NCB12,19.89365438203687,Regular,0.039638777283031,Health and Hygiene,137.88981126838405,OUT017,2007,,Tier 2,Supermarket Type1,2861.8764201746435
FDN66,12.003874797900071,Regular,0.07618603435939482,Canned,223.19762594214507,OUT027,1985,Medium,Tier 3,Supermarket Type3,5043.50662208555
FDB59,9.47504939715542,LF,0.008817714549213708,Soft Drinks,247.78913258301216,OUT046,1997,Small,Tier 1,Supermarket Type1,5577.793012981618
NCB23,14.505380847701572,low fat,0.021612201904082484,Canned,260.26019474628,OUT019,1985,Small,Tier 1,Grocery Store,1549.8089188483075
FDN37,6.828566516508099,low fat,0.04641856510406914,Health and Hygiene,226.04248902173643,OUT010,1998,,Tier 3,Grocery Store,1655.8661492466065
DRC39,14.046334237648932,Low Fat,0.053434075785942975,Health and Hygiene,149.59378969932,OUT046,1997,Small,Tier 1,Supermarket Type1,2793.515935485633
DRC16,5.453895134835583,Low Fat,0.04615379313872074,Dairy,85.15644168927602,OUT019,1985,Small,Tier 1,Grocery Store,490.2225779457866
FDB44,14.817107589702529,Low Fat,0.03430771345581558,Canned,172.2146016517806,OUT017,2007,,Tier 2,Supermarket Type1,3327.684765044279
DRC61,13.512785346324291,Low Fat,0.0,Soft Drinks,77.44363103466958,OUT035,2004,Small,Tier 2,Supermarket Type1,1829.6883494948497
FDB45,13.353021696362518,Low Fat,0.013725159453496463,Starchy Foods,44.15103681081396,OUT045,2002,,Tier 2,Supermarket Type1,590.3015067441156
FDN33,16.130794579982272,Regular,0.019937981939241484,Baking Goods,247.96752869366873,OUT019,1985,Small,Tier 1,Grocery Store,1688.3677166178322
FDB62,5.25576244525364,LF,0.0352714163644358,Hard Drinks,145.4105121961878,OUT019,1985,Small,Tier 1,Grocery Store,1013.66404952837
FDB31,12.315434898715035,Regular,0.07134563551411627,Starchy Foods,150.94469283736424,OUT018,2009,Medium,Tier 3,Supermarket Type2,2627.5957772978836
FDA78,12.048657271686366,LF,0.005156407990765187,Snack Foods,174.77569015107824,OUT027,1985,Medium,Tier 3,Supermarket Type3,5542.124725226646
NCB73,12.316301511322488,low fat,0.007375566218070969,Starchy Foods,137.5324195556056,OUT035,2004,Small,Tier 2,Supermarket Type1,2027.905738001095
NCB84,21.158146508110836,Low Fat,0.09150810414482967,Baking Goods,135.8855897166879,OUT017,2007,,Tier 2,Supermarket Type1,1647.068436030971
DRC51,6.867734043452426,LF,0.018143784579224494,Dairy,246.97429494520534,OUT010,1998,,Tier 3,Grocery Store,1296.27546865326
FDA39,16.237305870013074,Low Fat,0.1986048573875268,Dairy,223.7048864345746,OUT018,2009,Medium,Tier 3,Supermarket Type2,4041.315960375742
FDB25,11.333934335435458,Low Fat,0.19527783777653698,Dairy,81.17175883437841,OUT046,1997,Small,Tier 1,Supermarket Type1,1276.8804262255735
FDA43,13.199350913516732,Low Fat,0.06949122632019149,Dairy,99.85952049605207,OUT046,1997,Small,Tier 1,Supermarket Type1,1702.649695899877
FDN22,,Low Fat,0.0757116299735167,Seafood,186.90694307052746,OUT049,1999,Medium,Tier 1,Supermarket Type1,2229.1865507274174
NCB36,7.175382523749177,Low Fat,0.06316104006073643,Health and Hygiene,165.77769288882982,OUT018,2009,Medium,Tier 3,Supermarket Type2,3395.240806352322
FDA78,,Low Fat,0.01171207619027802,Others,211.81360748995215,OUT027,1985,Medium,Tier 3,Supermarket Type3,8537.389645764137
FDN95,5.695623305635474,LF,0.041643534181007795,Starchy Foods,202.72129864697473,OUT027,1985,Medium,Tier 3,Supermarket Type3,4998.232401034827
FDN39,12.716261690567162,LF,0.09450688823983072,Health and Hygiene,198.21714213730567,OUT017,2007,,Tier 2,Supermarket Type1,3920.4942963352614
FDB15,17.11520458089287,Regular,0.08941351486380099,Starchy Foods,238.73142696780184,OUT027,1985,Medium,Tier 3,Supermarket Type3,10447.692629853082
NCB41,7.77337474102989,Regular,0.13742200025144052,Dairy,211.90653023481457,OUT035,2004,Small,Tier 2,Supermarket Type1,3811.013361298562
DRC71,17.605565982602197,Low Fat,0.13863593167837077,Soft Drinks,88.31198369540148,OUT049,1999,Medium,Tier 1,Supermarket Type1,1633.1797456277684
FDA41,7.335812617737635,Regular,0.01818686742231764,Soft Drinks,236.98957896877008,OUT027,1985,Medium,Tier 3,Supermarket Type3,7750.672287559961
FDN95,18.087058867931063,Low Fat,0.07674775893378584,Fruits and Vegetables,110.18560041171871,OUT010,1998,,Tier 3,Grocery Store,781.7776707332055
DRC40,12.471904740011237,Low Fat,0.06321947187825062,Seafood,245.97109833446515,OUT019,1985,Small,Tier 1,Grocery Store,1373.1752260057506
FDA72,16.138851641672815,Low Fat,0.13020409455834595,Meat,225.52771167339765,OUT045,2002,,Tier 2,Supermarket Type1,3520.768138499545
FDA45,20.095909792276203,Regular,0.0121618203194272,Fruits and Vegetables,48.48415193523418,OUT049,1999,Medium,Tier 1,Supermarket Type1,677.3763083111368
DRC48,11.443165901433474,Regular,0.08077657100010095,Household,213.02222504543676,OUT018,2009,Medium,Tier 3,Supermarket Type2,3795.4270515980174
FDB19,8.460277955987138,Low Fat,0.03302932557957703,Fruits and Vegetables,149.02693085492817,OUT035,2004,Small,Tier 2,Supermarket Type1,2495.785652989057
DRC41,19.241789642500507,Low Fat,0.03010060784233538,Meat,261.5986109475813,OUT035,2004,Small,Tier 2,Supermarket Type1,3604.0119016273543
FDA45,,Regular,0.0021868310478203997,Meat,139.18686889812847,OUT018,2009,Medium,Tier 3,Supermarket Type2,2763.1041337316865
NCB25,15.235092881236083,Regular,0.19536416342413365,Fruits and Vegetables,46.813828462581384,OUT013,1987,High,Tier 3,Supermarket Type1,1067.2470617032493
DRC17,20.19530589669045,Low Fat,0.06757785852903253,Baking Goods,100.18022888517793,OUT019,1985,Small,Tier 1,Grocery Store,689.9062445121302
DRC89,15.964744096100196,Low Fat,0.053598749733497694,Snack Foods,132.52942406047495,OUT010,1998,,Tier 3,Grocery Store,891.2875239583753
FDN79,7.82657845265026,Low Fat,0.017354262559924487,Fruits and Vegetables,170.6925720057348,OUT046,1997,Small,Tier 1,Supermarket Type1,2625.007348345392
FDA71,7.08882717997496,Low Fat,0.06445486430237425,Frozen Foods,66.8969650169312,OUT049,1999,Medium,Tier 1,Supermarket Type1,1110.3214485781443
FDB85,,Regular,0.17468654677909917,Seafood,152.55950003537356,OUT035,2004,Small,Tier 2,Supermarket Type1,2277.274723834325
FDA47,,Regular,0.0,Others,145.09958129316243,OUT013,1987,High,Tier 3,Supermarket Type1,2913.479466064264
NCB54,7.205703541448353,Regular,0.24739656842170202,Baking Goods,228.45236364975497,OUT046,1997,Small,Tier 1,Supermarket Type1,3578.4117900315837
DRC90,18.0628391295024,Low Fat,0.03345714773621806,Household,102.36708695241254,OUT046,1997,Small,Tier 1,Supermarket Type1,2277.8672173830755
FDA41,,Regular,0.22963091602345,Frozen Foods,137.08611677783858,OUT045,2002,,Tier 2,Supermarket Type1,2164.181132698722
FDN97,20.413474510516348,Low Fat,0.06028560874837314,Baking Goods,122.71258862131181,OUT019,1985,Small,Tier 1,Grocery Store,799.4430785801355
DRC83,18.82234468860051,Low Fat,0.02350321099260149,Dairy,180.2066034991526,OUT035,2004,Small,Tier 2,Supermarket Type1,4622.596728892573
NCB98,19.94991046762867,Low Fat,0.028146862840171,Seafood,228.34060038253813,OUT046,1997,Small,Tier 1,Supermarket Type1,5821.558965888115
NCB66,9.506376155060181,LF,0.020596323664849134,Hard Drinks,190.44729525541103,OUT010,1998,,Tier 3,Grocery Store,1008.8196608305086
DRC92,14.253436244977232,Regular,0.024457981080136186,Dairy,140.75156298898338,OUT045,2002,,Tier 2,Supermarket Type1,3316.849656053049
FDB88,9.964641806720078,Low Fat,0.06239839545825638,Starchy Foods,181.52780803221663,OUT018,2009,Medium,Tier 3,Supermarket Type2,3238.766373162922
DRC77,8.86812469687441,Regular,0.0,Breads,107.04957510570705,OUT049,1999,Medium,Tier 1,Supermarket Type1,1856.711305590724
FDB59,14.820475280443361,Low Fat,0.20583354054041292,Health and Hygiene,65.00756265620161,OUT027,1985,Medium,Tier 3,Supermarket Type3,2537.471789053831
FDB90,18.405921470196297,Regular,0.0877977960417,Health and Hygiene,106.4534301696431,OUT017,2007,,Tier 2,Supermarket Type1,1946.928807842379
DRC36,6.091162704153122,low fat,0.16982252344729815,Baking Goods,135.71073756029494,OUT045,2002,,Tier 2,Supermarket Type1,1673.061848097032
FDB24,9.188068943223215,Low Fat,0.07585375003532581,Frozen Foods,134.66652418862822,OUT013,1987,High,Tier 3,Supermarket Type1,2239.1196778318495
NCB40,7.987281075064162,Low Fat,0.03935497503319916,Breakfast,205.07389322465784,OUT013,1987,High,Tier 3,Supermarket Type1,3156.218073821026
FDB69,18.071952943653095,Low Fat,0.012623076796611326,Others,251.97750517532506,OUT035,2004,Small,Tier 2,Supermarket Type1,4480.5661266221505
FDN67,20.36732524256773,Regular,0.043580096848270244,Fruits and Vegetables,122.79441901130276,OUT010,1998,,Tier 3,Grocery Store,613.9681365350157
FDA55,5.859026073117103,Low Fat,0.07462429429825562,Hard Drinks,51.401850430453194,OUT018,2009,Medium,Tier 3,Supermarket Type2,876.5763021382752
FDB35,10.946628050023097,Low Fat,0.11552404754089093,Snack Foods,38.885511617228694,OUT045,2002,,Tier 2,Supermarket Type1,699.6163185276428
FDN45,20.046653726217166,Low Fat,0.023505368616440717,Breakfast,31.932853837590258,OUT049,1999,Medium,Tier 1,Supermarket Type1,576.9503929842299
NCB90,10.35884974928707,Low Fat,0.04285989524582941,Canned,252.39163581213057,OUT018,2009,Medium,Tier 3,Supermarket Type2,4873.712344356205
FDN12,,Regular,0.0,Breads,265.9694709166575,OUT013,1987,High,Tier 3,Supermarket Type1,5581.196365082052
FDB23,6.211328570828831,Regular,0.05329031024624801,Frozen Foods,43.12664230329634,OUT035,2004,Small,Tier 2,Supermarket Type1,532.6648970240344
FDA86,12.054588037406418,Regular,0.003227644710531319,Canned,115.53725412668695,OUT013,1987,High,Tier 3,Supermarket Type1,1838.025745178381
FDA10,13.056113185057683,Low Fat,0.0396284675902232,Breads,188.96545240169937,OUT019,1985,Small,Tier 1,Grocery Store,1061.1816019086873
FDA26,17.380289325746027,Regular,0.09933874659719166,Frozen Foods,73.23111419743555,OUT010,1998,,Tier 3,Grocery Store,498.16502122918956
DRC23,,Low Fat,0.09726143805090436,Dairy,171.28717641643368,OUT049,1999,Medium,Tier 1,Supermarket Type1,2783.196437305465
FDN90,8.99120573335896,Low Fat,0.04245207450050437,Health and Hygiene,223.01369692213297,OUT046,1997,Small,Tier 1,Supermarket Type1,3593.0993983489984
FDN49,9.650450393329134,Low Fat,0.18264039607446791,Baking Goods,233.50839741190148,OUT013,1987,High,Tier 3,Supermarket Type1,2951.7213268438913
FDA75,13.946840649493593,LF,0.10500145755935944,Hard Drinks,197.71527981021177,OUT018,2009,Medium,Tier 3,Supermarket Type2,4321.684868674382
DRC18,,Regular,0.0,Breakfast,50.296345838606186,OUT017,2007,,Tier 2,Supermarket Type1,931.2816440848825
NCB30,18.62600373984222,Regular,0.04349075252444467,Others,113.2214051600501,OUT049,1999,Medium,Tier 1,Supermarket Type1,1763.038804449538
FDB34,5.485076158987033,LF,0.053594946173125615,Frozen Foods,259.2928953179795,OUT010,1998,,Tier 3,Grocery Store,2002.727474967074
DRC53,19.4422368919644,LF,0.015157059295865466,Soft Drinks,76.49019492505028,OUT019,1985,Small,Tier 1,Grocery Store,541.0831911310879
FDA18,6.116859361712661,Low Fat,0.04560941292399963,Household,138.12655336285533,OUT027,1985,Medium,Tier 3,Supermarket Type3,6182.36506732609
NCB35,11.560917178420784,Low Fat,0.044795638573218874,Hard Drinks,109.86575657877367,OUT017,2007,,Tier 2,Supermarket Type1,1394.4189254060302
FDA46,17.511875467321758,Low Fat,0.013596156385120411,Fruits and Vegetables,79.5070351875385,OUT010,1998,,Tier 3,Grocery Store,516.7828000657719
FDB85,5.885687612577033,Low Fat,0.1811379698388959,Frozen Foods,107.35451666228985,OUT013,1987,High,Tier 3,Supermarket Type1,1562.096686008522
DRC29,5.186794564708436,LF,0.01684255824280405,Breakfast,75.72640702479723,OUT027,1985,Medium,Tier 3,Supermarket Type3,2853.1730713649154
FDA96,10.1099286613835,reg,0.00660379142452505,Canned,238.0317915703486,OUT019,1985,Small,Tier 1,Grocery Store,1028.51179894308
FDB40,16.90873533357435,Low Fat,0.037755067804270646,Meat,72.16861496468961,OUT018,2009,Medium,Tier 3,Supermarket Type2,1285.4652568217741
FDN29,13.369859438725952,Low Fat,0.06951579106160276,Breakfast,178.1564237411411,OUT035,2004,Small,Tier 2,Supermarket Type1,3114.379989829247
FDN36,11.58903180036469,Low Fat,0.013026100482782958,Others,253.38648462341828,OUT017,2007,,Tier 2,Supermarket Type1,5172.75787106245
FDB53,18.32224639776727,Low Fat,0.012119009260911742,Dairy,255.82438700017812,OUT018,2009,Medium,Tier 3,Supermarket Type2,4204.04053797177
FDN80,17.534057457302158,Regular,0.01818563974868656,Snack Foods,172.70022165824074,OUT045,2002,,Tier 2,Supermarket Type1,3004.8585884787663
DRC96,,Low Fat,0.02163386887871676,Frozen Foods,94.93143789147686,OUT017,2007,,Tier 2,Supermarket Type1,1499.1584944006327
DRC22,12.315356007136433,Low Fat,0.016957696090236087,Baking Goods,89.50388347097635,OUT019,1985,Small,Tier 1,Grocery Store,531.105948529439
NCB13,4.830637122364532,Low Fat,0.0381718415976378,Fruits and Vegetables,207.40308034591663,OUT013,1987,High,Tier 3,Supermarket Type1,3636.3932993969784
DRC65,7.426328549356014,LF,0.0011059160610172602,Fruits and Vegetables,262.4469286497517,OUT013,1987,High,Tier 3,Supermarket Type1,5913.363392954282
FDA43,17.10210728070264,Low Fat,0.005495129314931784,Snack Foods,49.31241503247918,OUT046,1997,Small,Tier 1,Supermarket Type1,788.7528084891526
NCB26,,Low Fat,0.07841893679353866,Others,217.31458520224214,OUT018,2009,Medium,Tier 3,Supermarket Type2,4850.330986819425
NCB23,21.029076415922717,Regular,0.03189639722140972,Health and Hygiene,60.02454957737068,OUT018,2009,Medium,Tier 3,Supermarket Type2,972.1508910763522
DRC84,,Low Fat,0.026806970281517264,Baking Goods,101.37174191492238,OUT018,2009,Medium,Tier 3,Supermarket Type2,2342.0495153875404
FDA86,6.589755398594965,Regular,0.0006299826731383616,Others,164.7231818674196,OUT018,2009,Medium,Tier 3,Supermarket Type2,3682.9005789156895
FDA64,,Low Fat,0.021247937340998918,Fruits and Vegetables,101.1450285682588,OUT017,2007,,Tier 2,Supermarket Type1,2174.875276450089
DRC46,7.641397956260384,low fat,0.10328467313825312,Household,184.46163728742812,OUT013,1987,High,Tier 3,Supermarket Type1,2929.672309408152
NCB85,13.483961771633867,Low Fat,0.02496432362975119,Health and Hygiene,129.4582264106714,OUT027,1985,Medium,Tier 3,Supermarket Type3,4986.2737422161745
